month,actual,sarima_pred,xgb_pred
2024-12-01,132.7,206.70239981892723,97.85059
2024-12-01,136.53,182.81501741155031,171.4136
2024-12-01,287.07,203.74657392269856,139.12091
2024-12-01,90.78,190.8814112889619,151.64224
2024-12-01,186.59,189.70886307877248,183.80098
2024-12-01,74.59,177.53485287956258,191.52702
2025-01-01,,,181.17973
2025-02-01,,,233.21953
2025-03-01,,,267.83347
2025-04-01,,,284.57336
2025-05-01,,,314.31888
2025-06-01,,,269.48523
