month,actual,sarima_pred,xgb_pred
2024-12-01,341.99,452.47547512639,482.67212
2024-12-01,455.13,477.15293738385395,435.90326
2024-12-01,459.12,454.6799590794996,482.22736
2024-12-01,419.7,465.07959095536046,438.01062
2024-12-01,383.12,475.04779223037815,428.54062
2024-12-01,498.24,456.3891884597084,472.4347
2025-01-01,,,692.9453
2025-02-01,,,612.906
2025-03-01,,,651.4896
2025-04-01,,,541.13684
2025-05-01,,,495.61664
2025-06-01,,,507.87427
