month,actual,sarima_pred,xgb_pred
2024-12-01,2162.89,2373.35250843654,2439.112
2024-12-01,2224.37,2350.7152757276785,2432.05
2024-12-01,2000.34,2387.5735084255502,2321.3247
2024-12-01,2126.63,2366.398005999987,2315.4998
2024-12-01,2437.33,2375.4481119193297,2251.4404
2024-12-01,2272.92,2260.7088265100433,2130.5107
2025-01-01,,,2814.0354
2025-02-01,,,2889.7769
2025-03-01,,,2898.851
2025-04-01,,,2302.6929
2025-05-01,,,2213.4436
2025-06-01,,,2219.7246
