month,actual,sarima_pred,xgb_pred
2024-12-01,467.55,389.3558389971391,431.34662
2024-12-01,512.17,420.52142804118284,498.9291
2024-12-01,238.57,456.19148703497723,477.47232
2024-12-01,327.45,419.1958748092008,363.6508
2024-12-01,630.67,428.4420695580403,436.56662
2024-12-01,495.02,369.3827024345709,532.6766
2025-01-01,,,660.87726
2025-02-01,,,626.9331
2025-03-01,,,575.58606
2025-04-01,,,526.96893
2025-05-01,,,492.14465
2025-06-01,,,429.19397
