month,actual,sarima_pred,xgb_pred
2024-12-01,196.19,315.58182315906413,300.5014
2024-12-01,320.43,299.6937987603549,280.58066
2024-12-01,308.44,320.5760388198577,270.08075
2024-12-01,365.0,292.69679112314753,328.3254
2024-12-01,191.52,357.454924396043,302.7132
2024-12-01,267.9,303.0352939319565,207.224
2025-01-01,,,236.52632
2025-02-01,,,298.3323
2025-03-01,,,319.35922
2025-04-01,,,315.8414
2025-05-01,,,287.903
2025-06-01,,,293.09903
