month,actual,sarima_pred,xgb_pred
2024-12-01,622.38,619.4671837534131,621.61346
2024-12-01,642.82,610.9212514039641,576.5302
2024-12-01,838.04,650.3166971422627,668.87604
2024-12-01,703.4,613.3529073536554,597.3576
2024-12-01,888.04,664.8852044817354,604.7891
2024-12-01,546.41,567.8334001289888,645.6582
2025-01-01,,,824.08136
2025-02-01,,,827.80176
2025-03-01,,,775.94354
2025-04-01,,,636.34796
2025-05-01,,,603.3715
2025-06-01,,,603.7384
