month,actual,sarima_pred,xgb_pred
2024-12-01,611.29,448.15795128561183,454.84125
2024-12-01,482.89,508.76225782209025,547.5988
2024-12-01,658.41,482.94470680865,480.25302
2024-12-01,288.63,495.3079221355195,478.49866
2024-12-01,590.08,507.73156851997624,424.89972
2024-12-01,496.83,436.1103836844609,443.4781
2025-01-01,,,689.10284
2025-02-01,,,694.39374
2025-03-01,,,634.3761
2025-04-01,,,489.86798
2025-05-01,,,482.6731
2025-06-01,,,499.7903
