month,actual,sarima_pred,xgb_pred
2024-12-01,573.65,761.7699954799082,758.6281
2024-12-01,547.1,761.1023741389936,740.95593
2024-12-01,834.0,786.2426461723961,737.729
2024-12-01,781.1,767.9926783943108,772.36505
2024-12-01,787.8100000000001,785.1661663730011,777.3833
2024-12-01,731.4300000000001,726.8375015214831,774.1264
2025-01-01,,,1007.53436
2025-02-01,,,957.0284
2025-03-01,,,1093.5554
2025-04-01,,,787.6333
2025-05-01,,,772.64294
2025-06-01,,,778.10565
